ID,Last,First,Age,Gender,Household.Size,Household.Income,Scale,Education.Level,Zip.Code,Interests,Hobbies,Region,Likert,Likert1,Profession,Content.Pre.code,Verbatim.Comments,Purchase.Behavior,Cources,point.latitude,point.longitude
10196,NELSON,KENNETH,63,Male,5,3,1,1,33009,19,13,America,3,3,Student,10,"PLQB XKMX PWVE EODI QUKP VJQW JRGC QPMV",2,Geography,30.5716,81.4663
10084,LEE,DOROTHY,52,Male,1,3,2,3,2136,10,3,Asia,8,9,Writer,15,"PPMA KZER UIWR EOLR VEHE TFPY AKDX AYNP",5,Geography,30.1515,81.4663
10036,ADAMS,NANCY,29,Male,1,2,3,1,8742,13,6,Europe,7,5,Student,5,"PUFJ QBBE XXOK KHSI PQHH CHHP DLBQ EHEJ",3,Math,29.9598,81.4663
10065,BROWN,GEORGE,37,Male,2,4,1,1,35007,16,12,America,5,8,"Business Man",12,"PWKA NMSJ NDZG RDDH FNJV OVSA ILTZ UMVI",4,English,30.5627,81.4663
10028,YOUNG,BARBARA,28,Female,3,1,8,3,58501,14,4,Asia,7,7,Engineer,10,"PZYP HSNE CHWD HCZD RDCS KUFT KIWL RYAN",2,Geography,30.0685,81.4663
10205,EVANS,MARY,23,Male,4,3,1,2,34135,4,6,Asia,5,5,"Business Man",14,"QBYH YXXH KDVZ UOTV CENY MDGD XYOX TQOS",4,English,30.6512,81.4663
10171,WHITE,DONNA,38,Female,5,5,5,4,60137,12,6,Asia,9,1,Student,10,"QCZY SVUA BPLM UZNQ QLTC RXRZ TRTL MXYK",4,Science,30.5733,81.4663
10121,WHITE,THOMAS,28,Male,1,3,7,3,90008,5,15,Europe,3,2,Student,7,"QHES TZVV NAXN ICXE GSYZ URZZ HTNU DIAN",2,English,30.1742,81.4663
10051,TURNER,JOHN,62,Male,5,5,6,1,51106,10,12,Europe,3,8,Student,8,"QMMT WIBZ DDWK PJRP RCCZ TYQG VLKJ PDMS",2,English,29.9634,81.4663
10179,RODRIGUEZ,DEBORAH,37,Male,2,3,6,4,21207,4,10,America,6,5,Writer,12,"QPET OWJN GJWK GJJF JGUJ IEWJ MRHZ XQUV",3,Computer,30.5712,81.4663
10163,DAVIS,MARGARET,61,Male,3,5,4,3,80241,12,14,Australia,3,3,Engineer,6,"QRHK DQCS PKWV KUFL XKPB AGVE PDMP EVKZ",2,English,30.6202,81.4663
10170,JACKSON,SANDRA,39,Male,1,3,2,3,60053,17,4,Europe,2,8,"Business Man",5,"QRQJ HHKI VOEF PPOI EOOW BJYQ JMZN EVDR",1,English,30.5965,81.4529
10164,MILLER,DOROTHY,47,Female,1,4,8,1,40356,4,9,Asia,7,7,Writer,1,"QUQY RAJY QWXY ALGA AKMJ HCCV KBZX MQPJ",4,Science,30.5768,81.4611
10097,BAKER,SARAH,49,Male,4,3,6,3,8012,15,8,Europe,10,2,Teacher,10,"RAMN HGOM CMPP ZBWP ICDC XMFF KOZP ODXP",4,Statistics,30.1515,81.4611
10184,ALLEN,WILLIAM,32,Female,4,3,7,1,54956,11,1,America,6,10,Writer,9,"RDAY ZAEI GQQR AYCZ HPFW XXMV FJGE TLZN",2,English,30.5716,81.4605
10231,LEE,JOHN,29,Female,3,3,10,2,8701,6,10,Australia,9,6,Student,15,"RSJP XZMK IIUW VEYJ RQGP HRUC WUUG ATWC",4,Geography,30.6707,81.4605
10162,BROWN,MARY,40,Female,4,5,2,1,39503,6,5,America,10,10,Teacher,9,"RTTU ZYAI KWHD RAFP JBCW MBTJ WBHX HDQH",5,Math,30.5768,81.4605
10128,CLARK,KENNETH,32,Male,2,1,7,2,31088,9,9,America,7,3,Engineer,6,"RVVG RVWN PMCA SKBR BZXP PXWH WBLQ CMQU",2,English,30.1762,81.4602
10127,ROBINSON,GEORGE,52,Female,5,5,8,4,29680,5,4,Africa,10,3,Teacher,12,"RZKZ JYIH EAJR ZMQI CUDG DEQM ARBF ZZIW",1,Math,30.1764,81.4471
10061,PARKER,DANIEL,35,Female,2,3,10,2,30240,10,14,Australia,5,5,Student,2,"SCES FWWI JXFF CAFS DSVO HVEJ IVMJ SWFX",2,Politics,30.3943,81.458
10126,MARTINEZ,DONALD,30,Male,1,2,5,2,38671,19,1,Europe,10,2,Student,4,"SGEV PBPF TVOX ARAY MQAA QLJO MCSG RUBG",3,Geography,30.1766,81.4544
10106,CAMPBELL,SHARON,48,Female,5,2,6,3,44663,1,11,America,6,6,Student,2,"SGWW IWWO RRKX YVYE YLMB VPTX WKLL ZECP",3,Math,30.1515,81.4719
10144,BAKER,SUSAN,44,Female,5,5,8,2,29687,20,10,Africa,4,3,Writer,2,"SGZS FHGF ZGUM YMOX TPGB IWZC KARX PPLN",2,Computer,29.7255,81.454
10074,WHITE,MATTHEW,50,Female,2,3,10,2,20874,14,13,Asia,8,1,Writer,12,"SHBT HFNF QFMN CSVI ZENN NMBA PXUH RBFL",5,Computer,30.5993,81.454
10129,RODRIGUEZ,STEVEN,64,Male,4,5,6,3,45324,9,10,Australia,3,7,Writer,12,"SJPL ZFZS XYPB WAKQ RGOK BQAU PANC RPBQ",1,Science,30.177,81.4719
10201,TURNER,ANTHONY,23,Female,1,4,4,4,33054,7,4,America,7,9,Student,11,"SMUO CKBB HBBU BLKR COTM TYTP NPFQ BBQR",4,Politics,30.6445,81.454
10035,GREEN,LISA,43,Male,1,4,5,1,40165,8,6,Asia,9,9,"Business Man",8,"SMZG TZMY EQGP NDSP EDHV OBNL PJIA GSQA",4,Geography,29.9598,81.4681
10177,ROBINSON,SARAH,36,Male,2,4,4,4,27103,3,10,Europe,3,9,Teacher,12,"SQPW NJTK AAQS PFGS WJMX ZHWC IQEI ZTJL",1,English,30.5711,81.454
10230,LEWIS,MARY,29,Female,3,5,8,4,98037,9,11,America,2,7,"Business Man",2,"SYLO CAVH YFBQ HGVE ITJU HFKD HXBZ RPDK",3,Statistics,30.6179,81.4621
10058,TURNER,JOSEPH,39,Male,3,5,8,1,1803,16,8,Europe,3,9,Engineer,14,"TBQL ZALI DLIN URWF ZSNP EVKV CIGT YUWL",3,English,29.9657,81.462
10182,WALKER,ROBERT,26,Male,5,5,4,4,60156,6,10,Europe,1,2,Teacher,1,"TJVN AJXJ QGAP VTWA SHPR RZUO CPHU YINP",1,Geography,30.5707,81.5468
10078,GARCIA,BARBARA,39,Male,5,5,9,4,19067,14,11,Australia,10,5,Engineer,4,"TKDG TOWF PFZI FOKF GLCL NRYH DRWS ULZW",5,Math,30.1018,81.5468
10189,LOPEZ,THOMAS,34,Male,1,2,1,4,44240,15,7,Europe,8,5,Writer,10,"TKVQ HXTA BYBI FQAB JBSL ODIQ AEYV RGUV",2,Geography,30.5716,81.4537
10210,WILLIAMS,JENNIFER,48,Female,1,1,7,2,60174,6,15,Asia,7,1,"Business Man",14,"TMYM PTGG GWMU WNRW UEWT VESB XCDT XVLP",5,Geography,30.6119,81.451
10007,MILLER,CHARLES,28,Female,4,5,7,1,19401,6,15,Europe,7,7,Teacher,11,"TRUJ ZBWM KMOI ZZGN YEPU QJET WNZA SEZV",4,Geography,30.1022,81.4556
10222,HARRIS,CAROL,46,Male,4,3,10,3,85021,1,13,Asia,9,2,Teacher,12,"TTUN JRQT EQCJ LEFL NLRK XWMS OKJO XTSX",5,Politics,30.6101,81.4516
10095,GREEN,MICHELLE,33,Male,5,1,5,4,6611,19,8,Australia,4,3,"Business Man",14,"TUPT LMOT LEBX ZQOD HWKL YIXT TIIO NYRW",2,Computer,30.1515,81.4496
10010,TAYLOR,CHRISTOPHER,48,Male,3,1,5,4,6340,4,12,Australia,5,3,"Business Man",15,"TUPY OQZG KPAZ ECAH CRFV WGOY QTKN CPAR",5,Science,30.1006,81.4496
10013,JACKSON,MARK,40,Female,4,2,8,2,45140,9,8,Africa,9,7,Engineer,9,"TUTW YNJJ YHJA MANW QRFK NYOD XXVS MZBC",4,Statistics,30.1001,81.4486
10223,MARTIN,RUTH,65,Female,1,1,5,2,10512,10,13,Europe,4,6,Engineer,10,"TUZE HDQC GAMX YYKR YQVD RQHM BQQS YUSF",3,Statistics,30.6704,81.4482
10060,CAMPBELL,CHRISTOPHER,36,Male,3,4,4,3,8401,11,11,America,10,5,"Business Man",8,"TVVR OWTJ TEQP COHE WQEL PXIV VFCI EWQA",5,Computer,29.9578,81.4484
10125,GARCIA,MARK,54,Female,2,4,3,3,48331,11,6,Asia,3,10,"Business Man",15,"TXFL HJRF DCYI IOSM YSZJ GQHS JXTQ EPPZ",2,Statistics,30.1747,81.4496
10111,JONES,DEBORAH,27,Female,1,2,3,3,21075,11,10,America,8,1,Student,6,"TYWE HFYS FKPT QURL HRST BPTW ZMIN ZSZD",1,Statistics,30.1859,81.4502
10224,THOMPSON,SHARON,26,Female,4,5,2,4,23601,8,4,Africa,2,5,Writer,6,"UCFA KHRQ CFFW OEOI DQDS FUEA PCFL GTWW",5,Geography,30.6714,81.4481
10206,EDWARDS,PATRICIA,59,Male,4,3,6,3,6340,19,15,Europe,5,1,Student,15,"UGSF AWXP HKKV JNJG MTHZ BWKR IXXU GIEV",2,Science,30.6396,81.4493
10145,GONZALEZ,MARGARET,61,Female,3,5,8,2,21222,12,2,America,10,8,"Business Man",14,"UHIC ZEGB ITIP MTTC YPRK SUXC ZGWH TAXH",4,Politics,29.7255,81.4513
10112,BROWN,MARY,34,Male,5,5,6,3,2472,7,15,Australia,8,6,Teacher,5,"UIPL BASS HXQT GCGZ PETY AZHM YGQG HERF",4,Geography,30.1665,81.4484
10199,PEREZ,BRIAN,63,Male,2,3,2,3,24401,10,11,Europe,9,4,Writer,6,"ULYL XAHA WODS AKMK GBXA FMFJ VMNL OZXL",5,Science,30.5703,81.4506
10215,WILSON,LISA,48,Male,5,3,1,4,2446,9,6,Asia,6,9,"Business Man",10,"UNZU VJOJ FQHR CCWE ZTPJ KGFJ CMYY CXQO",4,Politics,30.6584,81.4496
10173,MARTIN,RUTH,24,Male,4,5,3,4,2138,13,5,Africa,5,4,Engineer,5,"UPGK UVUQ QMMN VHWT QUZF STNF YXAM YFIP",4,Politics,30.6395,81.4496
10047,PARKER,SARAH,51,Female,5,5,6,4,46544,13,1,Africa,4,10,Teacher,4,"USMR VOUF IFNY QEXM QRXQ HIGW JBNY WKEH",3,Politics,29.9634,81.4503
10192,GREEN,PAUL,54,Female,3,2,9,4,19026,5,14,Australia,6,9,Teacher,6,"USZU ZKBJ CUID HUSO QXRL AOUN EOLI RLJC",4,Science,30.5716,81.4501
10087,ALLEN,KAREN,46,Male,5,4,7,2,3820,19,2,Europe,3,3,Teacher,16,"UUNW QWPI XUGP DINP NLXF LRSK SWMM EXOU",4,Science,30.1627,81.4507
10148,MITCHELL,NANCY,29,Female,1,2,1,3,60085,14,4,Europe,8,7,Engineer,15,"UXME MFJW YEGP KDOL WNRA PQRR DMWS PBSS",4,Math,29.7255,81.4506
10023,LEWIS,JASON,29,Male,2,2,8,1,55060,18,7,Asia,8,1,Engineer,7,"VCCH IRTK ZGYQ UCMH BQPS JXZX MZWC SGXD",2,English,30.1174,81.4501
10152,PHILLIPS,SANDRA,46,Female,1,1,8,3,12901,13,5,Asia,9,6,Teacher,13,"VCCL FYFV RRSH MRUF MUIY SXPO VONE AALI",3,Politics,30.6746,81.4505
10186,HERNANDEZ,RICHARD,56,Male,3,2,10,3,7016,4,10,Asia,9,1,Student,8,"VDFG MIVE KVDF BTXS BBIQ YTGG LGSZ FOLH",5,Computer,30.5716,81.4488
10155,EVANS,RUTH,45,Male,5,3,4,3,29577,14,2,Europe,4,8,"Business Man",4,"VTWE JWXG QLBI QLNE LYSF VRXO LSII VYDW",1,Math,30.6742,81.4509
10071,ANDERSON,ANTHONY,53,Female,5,3,5,1,47905,5,12,Africa,5,5,Student,1,"VUDL KWQS ALXA BYKU IKMX KQOP PANB PUKT",1,Math,30.5628,81.4496
10124,THOMPSON,PAUL,57,Female,2,4,8,3,91740,20,4,Australia,4,8,Writer,3,"VYLV MZXK LZUE JPQZ TTFV NNWF MYFT OTSS",5,Politics,30.1751,81.4482
10070,TAYLOR,RONALD,29,Male,4,4,1,2,31061,2,2,Europe,9,8,"Business Man",8,"VZQX EZQN KZNQ QJPQ VKPI OETE ZIKT YOLX",3,Geography,30.5719,81.4516
10131,LEE,BRIAN,63,Male,2,1,1,2,17050,12,2,Europe,3,6,Student,16,"WAWK HATL XYZG LXZS OOHG LVJS MIPI UNSX",3,Politics,29.7917,81.4513
10146,NELSON,DOROTHY,40,Male,2,4,6,2,1453,1,11,Australia,2,4,Student,4,"WEKF KQLU KNIM YHSB UQBB RDJC BZMV NZGP",1,Statistics,29.7255,81.4549
10059,PHILLIPS,THOMAS,22,Male,5,3,1,1,1020,19,8,Africa,9,4,Writer,8,"WGQF SFHA FYMP LCFA CSGN WKPQ VJPY XPQJ",3,Science,29.9657,81.4493
10175,GARCIA,MICHELLE,46,Female,4,1,5,1,32927,13,12,Australia,9,6,"Business Man",8,"WHPS BNHY QSNA OSZL PDMB DOCP EXTY EDXK",3,Geography,30.5708,81.4497
10103,ROBERTS,DONNA,46,Male,1,5,10,2,10562,14,3,Asia,5,9,Engineer,7,"WIJU RBBI CTLY OXOB ZWFQ PBAR AMDW KWLC",1,Politics,30.1515,81.4497
10226,MARTINEZ,LAURA,31,Female,4,3,2,2,90278,19,4,Australia,5,6,Student,3,"WITS AUZP VDWY GITM BRZV RDIB ODFO TDVJ",4,English,30.6655,81.4497
10207,COLLINS,LINDA,28,Female,5,3,1,1,1887,17,14,Africa,5,2,Teacher,15,"WSXW QJEC ANVW SPFO WAYP YRRA FVBU ZCYW",4,Computer,30.5949,81.4425
10041,MITCHELL,DONNA,35,Female,3,4,5,1,44601,15,8,Europe,4,1,Student,7,"WSZO RFCZ SBPJ LFKK ZWIJ YQKT VJEH GSWE",3,Statistics,29.9626,81.5399
10001,SMITH,JOHN,51,Female,3,1,1,3,33569,13,11,Asia,3,1,Student,3,"WVJS XIYW NYZH LGAV RPKK KHUW WIRS ITVY",1,Math,30.1023,81.5399
10193,ADAMS,MARK,34,Male,3,2,2,1,7039,19,8,Asia,2,9,Engineer,3,"WVKA SYZH WTIN URSL VJGT KFJX UNZF NLPB",1,Computer,30.5717,81.5399
10166,MOORE,NANCY,62,Female,5,3,1,1,10002,2,10,Africa,10,5,Student,1,"XEXR LYFW QSRV PFBA MZCU WIET JDGC QQAC",2,Politics,30.5768,81.456
10116,MOORE,WILLIAM,59,Male,4,3,6,4,55330,3,4,America,5,6,Student,8,"XGPD LBKU DGFB YZIV BWAY CBHA NWRQ QHKD",1,Computer,30.175,81.5468
10091,WRIGHT,DONNA,26,Male,5,2,2,4,60107,10,2,Asia,3,10,Student,15,"XIPI AAXQ AKRT WGFT ZHFY CYAS NDGE NGHE",1,Geography,30.1636,81.5468
10082,RODRIGUEZ,SUSAN,35,Female,2,1,8,2,23139,16,3,America,9,1,Teacher,16,"XMKG CXHH KJTI OJUQ OIUQ IJAF GWFY TNUL",5,Politics,30.1018,81.4523
10134,ALLEN,KEVIN,30,Female,1,1,8,4,25801,17,9,Australia,5,1,Writer,9,"XUKU ZKLQ MTCN OODN FWDU VKYE ICRA FQLX",1,Math,29.7766,81.4633
10067,MILLER,STEVEN,32,Male,3,2,2,2,8648,19,13,Asia,6,6,Teacher,3,"XUXO KQWU XIVJ DOLU XAZE VOXS BASH GOAT",1,Computer,30.5579,81.4636
10185,YOUNG,DAVID,23,Male,5,5,4,2,1020,9,4,Australia,6,2,"Business Man",6,"XVKR ZYTF KQXH OCPA JFEG VNVV CHPN HPLM",2,Science,30.571,81.4616
10005,BROWN,DAVID,45,Female,5,3,7,2,46350,4,10,Australia,1,7,"Business Man",14,"XXCE CWFL HDDZ RPZW TKUC WDUE ESCV LVQE",2,Politics,30.0606,81.4578
10157,COLLINS,MICHELLE,43,Male,4,5,5,1,38501,14,15,America,9,7,Teacher,15,"YDMD HBXK HYXD MQXX RKDV QJYC FPPW OQHR",5,Science,30.6751,81.4539
10086,HALL,NANCY,37,Female,1,4,1,3,11727,2,15,Asia,9,8,Student,7,"YDPK VDGU KSOT GGEK AAKV LZEN TATA WIZJ",3,English,30.1627,81.4546
10085,WALKER,LISA,54,Female,4,4,8,1,30096,6,1,Europe,6,8,"Business Man",13,"YFUK DQUM OHFS QXUI UABU OWXG MGRP FJAB",2,Math,30.1627,81.466
10073,JACKSON,JASON,41,Female,4,3,7,1,32779,12,1,Australia,8,5,Engineer,10,"YJEX XHZQ MYTG COMC CNLP KDDA FHDI GLZF",4,Science,30.609,81.4463
10003,WILLIAMS,MICHAEL,55,Male,5,4,2,4,11003,16,12,Africa,10,9,Engineer,9,"YKPC OKTE ZNSE LWRE HBDS KZYF RZDN MBXR",6,Science,30.0896,81.4463
10153,CAMPBELL,DONNA,44,Male,5,4,10,4,14701,15,4,Europe,8,8,Engineer,11,"YNPU QAFN FPSM RKMY JRUU QYCV TIXN GITL",5,Statistics,30.6742,81.4657
10102,PEREZ,SANDRA,53,Male,2,2,3,1,2062,15,12,Europe,4,2,Teacher,11,"YTQO OCQF YZBW OCSN RAPD KWHX AWSC ZWBV",2,Computer,30.1515,81.4649
10006,DAVIS,RICHARD,34,Male,5,4,4,2,47401,3,1,Asia,5,7,Student,16,"YUWM NASK VWAJ NKDY AKXY UAYM XZML PEHB",2,Statistics,30.0632,81.4512
10037,BAKER,KAREN,53,Male,3,5,2,4,56601,16,8,Africa,8,7,Teacher,14,"YUXN MLSR FWYV XBER MCIR ZPPM LCQX UUIU",3,English,29.9598,81.4321
10044,TURNER,SHARON,32,Male,3,3,8,4,2135,9,1,Australia,1,4,Writer,11,"YXYE NUTR FOUB UNPZ FVTW KODD YYMN VLWX",3,English,29.9626,81.437
10056,EDWARDS,RICHARD,62,Male,3,1,1,4,34990,1,8,Australia,5,6,Student,13,"ZAHG TUOF MXHR QJZK ZCOR ODEO ORQV ETXQ",3,Geography,29.9582,81.4523
10002,JOHNSON,ROBERT,44,Male,4,1,8,3,8854,15,6,Europe,6,2,Teacher,10,"ZEYK YOYN POYA MUKG VLJF IJPO MQMT ZOPV",3,English,30.0639,81.4456
10089,HERNANDEZ,HELEN,50,Female,3,2,4,3,29406,6,14,America,1,7,Writer,3,"ZHCA ARQZ RXAD NIQV IFUC NPQP LAWD KYEO",4,Politics,30.1627,81.4578
10018,GARCIA,EDWARD,37,Male,4,2,10,4,44024,18,4,Asia,7,7,Engineer,11,"ZINT RJPH HXYA LGDZ KFFO COEG VBZK YARW",3,Computer,30.1095,81.4584
10090,KING,SANDRA,60,Male,1,5,3,2,43551,9,15,Australia,6,10,"Business Man",8,"ZTUL UZMI OCIZ BVUQ QBMW IFLT ZGUM SNJM",1,Statistics,30.1636,81.4636
10133,HALL,ANTHONY,26,Male,1,1,7,4,19083,6,6,America,1,8,Engineer,1,"ZUAS UAUK JHQW WDBS JFCJ YUIR CMDI ZLQS",4,Geography,29.7917,81.4649
10209,JOHNSON,ELIZABETH,56,Male,2,1,1,1,1876,10,1,Australia,6,4,Writer,4,"ZURL CGNW RSWA FXUA CUQY LGVX DDOP WDLA",6,Statistics,30.5949,81.4858
10200,ROBERTS,RONALD,39,Male,2,2,6,3,18702,17,11,Africa,9,1,"Business Man",5,"ZUST ZUAI YGIQ RJUF STUW OILN FYZM JNAL",3,Computer,30.5702,82.7109
10117,TAYLOR,DAVID,50,Female,5,3,1,2,8234,7,2,Australia,4,6,Teacher,11,"ZXCU NOTV THYF DBLR GWBQ AXZK XVWR IMZS",2,Politics,30.1748,82.7111
10169,THOMAS,HELEN,29,Male,3,4,7,3,93706,13,8,Asia,3,1,Writer,5,"ZYKR YLLP VTSS YTEX BIXD ABVS BDMC OVIB",2,Math,30.5965,82.6336
10139,LOPEZ,LINDA,54,Male,1,2,8,3,44145,12,15,Africa,5,2,Writer,5,"ZYKR YLLP VTSS YTEX BIXD ABVS BDMC OVIB",1,Statistics,29.7255,82.6392
